"","X.1","X","id","stationid","stationname","sampledate","sampletime","parameter","qualifier","result","unit","method","type","county","description","beachname","latitude","longitude","createdate","sourcefile","date","month"
"22852",46416,46828,299,299,"DPH-108","2016-02-08","09:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-18 08:23:58","DPH_108.csv","2016-02-18 08:23:58",2
"22853",46417,46829,299,299,"DPH-108","2016-02-08","09:15:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-18 08:23:58","DPH_108.csv","2016-02-18 08:23:58",2
"22854",46418,46830,299,299,"DPH-108","2016-02-01","09:15:00","Enterococcus","=",63,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-18 08:21:05","DPH_108.csv","2016-02-18 08:21:05",2
"22855",46419,46831,299,299,"DPH-108","2016-02-01","09:15:00","Fecal Coliforms","=",41,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-18 08:21:05","DPH_108.csv","2016-02-18 08:21:05",2
"22856",46420,46832,299,299,"DPH-108","2016-02-01","09:15:00","Total Coliforms","=",1664,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-18 08:21:05","DPH_108.csv","2016-02-18 08:21:05",2
"22857",46421,46833,299,299,"DPH-108","2016-01-25","09:15:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:08:39","DPH_108.csv","2016-02-01 16:08:39",1
"22858",46422,46834,299,299,"DPH-108","2016-01-25","09:15:00","Fecal Coliforms","=",52,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:08:39","DPH_108.csv","2016-02-01 16:08:39",1
"22859",46423,46835,299,299,"DPH-108","2016-01-25","09:15:00","Total Coliforms","=",75,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:08:39","DPH_108.csv","2016-02-01 16:08:39",1
"22860",46424,46836,299,299,"DPH-108","2016-01-19","09:15:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:06:37","DPH_108.csv","2016-02-01 16:06:37",1
"22861",46425,46837,299,299,"DPH-108","2016-01-19","09:15:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:06:37","DPH_108.csv","2016-02-01 16:06:37",1
"22862",46426,46838,299,299,"DPH-108","2016-01-19","09:15:00","Total Coliforms","=",52,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:06:37","DPH_108.csv","2016-02-01 16:06:37",1
"22863",46427,46839,299,299,"DPH-108","2016-01-11","09:15:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:04:11","DPH_108.csv","2016-02-01 16:04:11",1
"22864",46428,46840,299,299,"DPH-108","2016-01-11","09:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:04:11","DPH_108.csv","2016-02-01 16:04:11",1
"22865",46429,46841,299,299,"DPH-108","2016-01-11","09:15:00","Total Coliforms","=",134,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:04:11","DPH_108.csv","2016-02-01 16:04:11",1
"22866",46430,46842,299,299,"DPH-108","2016-01-04","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:00:38","DPH_108.csv","2016-02-01 16:00:38",1
"22867",46431,46843,299,299,"DPH-108","2016-01-04","09:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:00:38","DPH_108.csv","2016-02-01 16:00:38",1
"22868",46432,46844,299,299,"DPH-108","2016-01-04","09:15:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-02-01 16:00:38","DPH_108.csv","2016-02-01 16:00:38",1
"22869",46433,46845,299,299,"DPH-108","2015-12-28","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:24:01","DPH_108.csv","2016-01-04 11:24:01",12
"22870",46434,46846,299,299,"DPH-108","2015-12-28","09:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:24:01","DPH_108.csv","2016-01-04 11:24:01",12
"22871",46435,46847,299,299,"DPH-108","2015-12-28","09:15:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:24:01","DPH_108.csv","2016-01-04 11:24:01",12
"22872",46436,46848,299,299,"DPH-108","2015-12-21","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:21:16","DPH_108.csv","2016-01-04 11:21:16",12
"22873",46437,46849,299,299,"DPH-108","2015-12-21","09:15:00","Fecal Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:21:16","DPH_108.csv","2016-01-04 11:21:16",12
"22874",46438,46850,299,299,"DPH-108","2015-12-21","09:15:00","Total Coliforms","=",933,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:21:16","DPH_108.csv","2016-01-04 11:21:16",12
"22875",46439,46851,299,299,"DPH-108","2015-12-14","09:15:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:19:41","DPH_108.csv","2016-01-04 11:19:41",12
"22876",46440,46852,299,299,"DPH-108","2015-12-14","09:15:00","Fecal Coliforms","=",97,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:19:41","DPH_108.csv","2016-01-04 11:19:41",12
"22877",46441,46853,299,299,"DPH-108","2015-12-14","09:15:00","Total Coliforms","=",399,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:19:41","DPH_108.csv","2016-01-04 11:19:41",12
"22878",46442,46854,299,299,"DPH-108","2015-12-07","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:16:11","DPH_108.csv","2016-01-04 11:16:11",12
"22879",46443,46855,299,299,"DPH-108","2015-12-07","09:15:00","Fecal Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:16:11","DPH_108.csv","2016-01-04 11:16:11",12
"22880",46444,46856,299,299,"DPH-108","2015-12-07","09:15:00","Total Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:16:11","DPH_108.csv","2016-01-04 11:16:11",12
"22881",46445,46857,299,299,"DPH-108","2015-11-30","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:12:42","DPH_108.csv","2016-01-04 11:12:42",11
"22882",46446,46858,299,299,"DPH-108","2015-11-30","09:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:12:42","DPH_108.csv","2016-01-04 11:12:42",11
"22883",46447,46859,299,299,"DPH-108","2015-11-30","09:15:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:12:42","DPH_108.csv","2016-01-04 11:12:42",11
"22884",46448,46860,299,299,"DPH-108","2015-11-23","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:10:59","DPH_108.csv","2016-01-04 11:10:59",11
"22885",46449,46861,299,299,"DPH-108","2015-11-23","09:15:00","Fecal Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:10:59","DPH_108.csv","2016-01-04 11:10:59",11
"22886",46450,46862,299,299,"DPH-108","2015-11-23","09:15:00","Total Coliforms","=",63,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:10:59","DPH_108.csv","2016-01-04 11:10:59",11
"22887",46451,46863,299,299,"DPH-108","2015-11-16","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:01:46","DPH_108.csv","2016-01-04 11:01:46",11
"22888",46452,46864,299,299,"DPH-108","2015-11-16","09:15:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:01:46","DPH_108.csv","2016-01-04 11:01:46",11
"22889",46453,46865,299,299,"DPH-108","2015-11-16","09:15:00","Total Coliforms","=",52,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 11:01:46","DPH_108.csv","2016-01-04 11:01:46",11
"22890",46454,46866,299,299,"DPH-108","2015-11-09","09:15:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 10:58:03","DPH_108.csv","2016-01-04 10:58:03",11
"22891",46455,46867,299,299,"DPH-108","2015-11-09","09:15:00","Fecal Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 10:58:03","DPH_108.csv","2016-01-04 10:58:03",11
"22892",46456,46868,299,299,"DPH-108","2015-11-09","09:15:00","Total Coliforms","=",52,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 10:58:03","DPH_108.csv","2016-01-04 10:58:03",11
"22893",46457,46869,299,299,"DPH-108","2015-11-02","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 10:55:16","DPH_108.csv","2016-01-04 10:55:16",11
"22894",46458,46870,299,299,"DPH-108","2015-11-02","09:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 10:55:16","DPH_108.csv","2016-01-04 10:55:16",11
"22895",46459,46871,299,299,"DPH-108","2015-11-02","09:15:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 10:55:16","DPH_108.csv","2016-01-04 10:55:16",11
"22896",46544,46956,299,299,"DPH-108","2015-04-27","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-05 07:40:27","DPH_108.csv","2016-01-05 07:40:27",4
"22897",46545,46957,299,299,"DPH-108","2015-04-27","09:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-05 07:40:27","DPH_108.csv","2016-01-05 07:40:27",4
"22898",46546,46958,299,299,"DPH-108","2015-04-27","09:15:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-05 07:40:27","DPH_108.csv","2016-01-05 07:40:27",4
"22899",46547,46959,299,299,"DPH-108","2015-04-20","09:15:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:28:13","DPH_108.csv","2016-01-04 15:28:13",4
"22900",46548,46960,299,299,"DPH-108","2015-04-20","09:15:00","Fecal Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:28:13","DPH_108.csv","2016-01-04 15:28:13",4
"22901",46549,46961,299,299,"DPH-108","2015-04-20","09:15:00","Total Coliforms","=",199,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:28:13","DPH_108.csv","2016-01-04 15:28:13",4
"22902",46550,46962,299,299,"DPH-108","2015-04-13","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:25:12","DPH_108.csv","2016-01-04 15:25:12",4
"22903",46551,46963,299,299,"DPH-108","2015-04-13","09:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:25:12","DPH_108.csv","2016-01-04 15:25:12",4
"22904",46552,46964,299,299,"DPH-108","2015-04-13","09:15:00","Total Coliforms","=",41,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:25:12","DPH_108.csv","2016-01-04 15:25:12",4
"22905",46553,46965,299,299,"DPH-108","2015-04-06","09:15:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:15:44","DPH_108.csv","2016-01-04 15:15:44",4
"22906",46554,46966,299,299,"DPH-108","2015-04-06","09:15:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:15:44","DPH_108.csv","2016-01-04 15:15:44",4
"22907",46555,46967,299,299,"DPH-108","2015-04-06","09:15:00","Total Coliforms","=",63,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2016-01-04 15:15:44","DPH_108.csv","2016-01-04 15:15:44",4
"22908",46556,46968,299,299,"DPH-108","2015-03-30","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-30","DPH_108.csv","2015-03-30",3
"22909",46557,46969,299,299,"DPH-108","2015-03-30","09:15:00","E. Coli","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-30","DPH_108.csv","2015-03-30",3
"22910",46558,46970,299,299,"DPH-108","2015-03-30","09:15:00","Total Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-30","DPH_108.csv","2015-03-30",3
"22911",46559,46971,299,299,"DPH-108","2015-03-24","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-24","DPH_108.csv","2015-03-24",3
"22912",46560,46972,299,299,"DPH-108","2015-03-24","09:15:00","E. Coli","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-24","DPH_108.csv","2015-03-24",3
"22913",46561,46973,299,299,"DPH-108","2015-03-24","09:15:00","Total Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-24","DPH_108.csv","2015-03-24",3
"22914",46562,46974,299,299,"DPH-108","2015-03-09","09:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-09","DPH_108.csv","2015-03-09",3
"22915",46563,46975,299,299,"DPH-108","2015-03-09","09:15:00","E. Coli","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-09","DPH_108.csv","2015-03-09",3
"22916",46564,46976,299,299,"DPH-108","2015-03-09","09:15:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-09","DPH_108.csv","2015-03-09",3
"22917",46565,46977,299,299,"DPH-108","2015-03-02","09:15:00","Enterococcus","=",52,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-02","DPH_108.csv","2015-03-02",3
"22918",46566,46978,299,299,"DPH-108","2015-03-02","09:15:00","E. Coli","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-02","DPH_108.csv","2015-03-02",3
"22919",46567,46979,299,299,"DPH-108","2015-03-02","09:15:00","Total Coliforms","=",987,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-03-02","DPH_108.csv","2015-03-02",3
"22920",46568,46980,299,299,"DPH-108","2015-02-23","09:15:00","Enterococcus","=",473,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-02-23","DPH_108.csv","2015-02-23",2
"22921",46569,46981,299,299,"DPH-108","2015-02-23","09:15:00","E. Coli","=",216,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-02-23","DPH_108.csv","2015-02-23",2
"22922",46570,46982,299,299,"DPH-108","2015-02-23","09:15:00","Total Coliforms","=",12033,"MPN/100ml","Colilert 18","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-02-23","DPH_108.csv","2015-02-23",2
"22923",46571,46983,299,299,"DPH-108","2015-02-17","09:15:00","Enterococcus","=",31,"MPN/100ml","Enterolert","Results","Los Angeles","Venice Pier on Venice City Beach","Venice City Beach",33.97826,-118.46714,"2015-02-17","DPH_108.csv","2015-02-17",2
